ID,Type,Ship,Rarity,HP,FP,TRP,AVI,AA,RLD,EVA,Armor,SPD,ACC,LCK,ASW,OIL,OXY,AMO,Faction
318,DD,Hamakaze,Rare,2133,66,518,0,153,204,246,Light,42,207,58,190,8,0,0,Sakura Empire
319,DD,Tanikaze,Rare,2133,66,518,0,157,199,246,Light,42,207,52,168,8,0,0,Sakura Empire
320,BB,Mikasa,Super Rare,5501,339,0,0,176,166,26,Heavy,18,74,95,0,14,0,0,Sakura Empire
321,CL,Agano,Elite,3233,150,358,0,330,171,123,Light,35,152,21,80,10,0,0,Sakura Empire
322,CL,Noshiro,Super Rare,3354,177,378,0,341,183,123,Light,35,176,55,99,11,0,0,Sakura Empire
325,DD,Matchless,Elite,1724,77,399,0,160,204,270,Light,43,203,76,226,9,0,0,Royal Navy
326,DD,Musketeer,Elite,1724,77,405,0,160,204,270,Light,43,200,67,226,9,0,0,Royal Navy
327,CL,Fiji,Rare,3670,161,272,0,261,185,119,Light,32,176,11,119,9,0,0,Royal Navy
328,CL,Jamaica,Rare,3721,160,272,0,336,185,119,Light,32,175,67,125,9,0,0,Royal Navy
329,CL,Montpelier,Super Rare,4461,172,0,0,341,196,109,Light,32,168,72,105,11,0,0,Eagle Union
330,CL,Denver,Elite,4406,159,0,0,328,188,109,Light,32,165,69,102,10,0,0,Eagle Union
331,DD,Asashio,Rare,1984,63,514,0,152,199,246,Light,42,205,32,192,8,0,0,Sakura Empire
332,DD,Ooshio,Rare,1984,63,515,0,153,199,246,Light,42,206,40,174,8,0,0,Sakura Empire
333,DD,Michishio,Rare,2012,63,516,0,153,199,246,Light,42,207,48,192,8,0,0,Sakura Empire
334,DD,Arashio,Rare,1984,63,515,0,152,199,246,Light,42,206,32,190,8,0,0,Sakura Empire
335,CL,Little Bel,Elite,3306,161,329,0,289,188,113,Light,32,164,89,150,10,0,0,Royal Navy
336,BM,Abercrombie,Elite,3869,290,0,0,186,150,63,Light,12,83,38,0,10,0,0,Royal Navy
337,CA,Sussex,Rare,3542,205,218,0,261,162,74,Light,25,120,68,0,10,0,0,Royal Navy
338,SS,I-19,Super Rare,2218,60,556,0,0,112,46,Light,18,175,19,0,7,200,2,Sakura Empire
339,SS,I-26,Elite,2118,61,526,0,0,110,46,Light,18,168,26,0,6,218,2,Sakura Empire
340,SS,I-58,Elite,2131,60,509,0,0,80,38,Light,14,173,58,0,6,268,2,Sakura Empire
341,SS,U-81,Super Rare,1341,51,562,0,0,110,38,Light,14,179,23,0,7,188,2,Iron Blood
342,SS,Dace,Elite,1733,72,509,0,0,91,43,Light,16,183,68,0,6,243,2,Eagle Union
343,SS,U-47,Super Rare,1328,49,537,0,0,112,38,Light,14,182,32,0,7,193,2,Iron Blood
344,SS,U-557,Elite,1292,44,505,0,0,85,38,Light,14,171,18,0,6,188,2,Iron Blood
345,DD,Z35,Elite,2143,82,446,0,186,204,205,Light,43,203,35,206,9,0,0,Iron Blood
346,DD,Z18,Rare,2082,69,446,0,152,204,192,Light,43,205,38,195,8,0,0,Iron Blood
347,DD,Le Triomphant,Super Rare,2071,133,271,0,170,210,274,Light,54,210,77,210,10,0,0,Iris Libre
348,DD,Forbin,Rare,1410,70,415,0,141,196,258,Light,39,210,69,192,8,0,0,Iris Libre
349,CL,Émile Bertin,Elite,3259,163,277,0,278,175,139,Light,34,175,67,146,10,0,0,Iris Libre
350,SS,Surcouf,Elite,2887,141,515,0,0,77,23,Light,14,171,60,0,6,180,2,Iris Libre
351,DD,Le Mars,Rare,1410,70,415,0,141,196,258,Light,39,210,24,190,8,0,0,Vichya Dominion
352,BC,Dunkerque,Elite,6950,362,0,0,232,166,43,Medium,31,73,35,0,13,0,0,Vichya Dominion
353,BB,Jean Bart,Super Rare,8227,425,0,0,247,182,44,Heavy,32,69,17,0,15,0,0,Vichya Dominion
354,BB,Massachusetts,Super Rare,7967,419,0,0,409,158,34,Heavy,27,76,82,0,15,0,0,Eagle Union
355,DD,Bush,Rare,2104,87,286,0,193,204,206,Light,42,224,34,209,8,0,0,Eagle Union
356,CVL,Centaur,Super Rare,6784,0,0,426,274,162,72,Medium,28,98,73,128,13,0,0,Royal Navy
357,CV,Essex,Super Rare,6804,0,0,439,338,132,56,Medium,33,90,90,0,13,0,0,Eagle Union
358,SS,Albacore,Super Rare,1971,61,532,0,0,96,43,Light,16,198,79,0,7,243,2,Eagle Union
359,DD,Le Temeraire,Elite,1610,95,399,0,176,194,244,Light,42,212,41,190,9,0,0,Iris Libre
360,CL,Memphis,Rare,3378,148,215,0,301,188,120,Light,35,156,67,84,9,0,0,Eagle Union
361,CL,Newcastle,Rare,3773,147,289,0,354,181,119,Light,32,164,78,86,9,0,0,Royal Navy
362,DD,Hobby,Rare,1870,89,324,0,175,207,210,Light,45,207,68,215,8,0,0,Eagle Union
363,DD,Kalk,Rare,1870,89,324,0,175,207,210,Light,45,207,75,196,8,0,0,Eagle Union
364,CA,Minneapolis,Super Rare,4248,262,0,0,253,185,59,Medium,26,131,76,0,12,0,0,Eagle Union
365,DD,Hazelwood,Rare,2104,87,287,0,176,206,206,Light,42,222,75,222,8,0,0,Eagle Union
366,CL,Concord,Rare,3378,148,218,0,301,188,120,Light,35,156,67,84,9,0,0,Eagle Union
367,BC,Amagi,Super Rare,7837,425,216,0,191,150,42,Medium,30,70,23,0,15,0,0,Sakura Empire
368,BB,Kaga (BB),Super Rare,8501,429,220,0,191,151,40,Heavy,26,73,42,0,15,0,0,Sakura Empire
369,DD,Hatakaze,Rare,1599,61,409,0,142,205,250,Light,44,206,87,192,7,0,0,Sakura Empire
370,DD,Makinami,Elite,2210,71,532,0,159,218,246,Light,42,212,40,196,9,0,0,Sakura Empire
371,CL,Sirius,Super Rare,3831,153,163,0,393,185,114,Light,32,173,70,166,11,0,0,Royal Navy
372,CL,Curacoa,Rare,3050,136,0,0,157,185,109,Light,29,173,24,54,9,0,0,Royal Navy
373,CL,Curlew,Rare,2854,130,0,0,182,193,109,Light,29,170,45,54,9,0,0,Royal Navy
374,DD,Kimberly,Rare,2104,84,287,0,186,204,206,Light,42,224,77,209,8,0,0,Eagle Union
375,DD,Mullany,Elite,2167,91,295,0,176,209,206,Light,42,221,89,215,9,0,0,Eagle Union
376,CVL,Chaser,Elite,4819,0,0,303,263,188,64,Medium,18,89,82,146,11,0,0,Royal Navy
377,CVL,Independence,Elite,4910,0,0,314,274,185,85,Medium,31,91,78,110,11,0,0,Eagle Union
378,CV,Shangri-La,Super Rare,6804,0,0,436,338,132,56,Medium,33,93,83,0,13,0,0,Eagle Union
379,DD,Z2,Elite,2102,85,438,0,157,209,192,Light,43,197,44,200,9,0,0,Iron Blood
380,CV,Bunker Hill,Super Rare,6767,0,0,430,316,132,56,Medium,33,85,35,0,13,0,0,Eagle Union
381,SSV,I-13,Super Rare,2722,50,520,256,0,110,38,Light,13,176,20,0,7,198,2,Sakura Empire
382,CA,Suzuya,Elite,4273,240,215,0,213,182,83,Medium,28,132,15,0,11,0,0,Sakura Empire
383,BC,Hiei-chan,Elite,6609,368,170,0,253,162,41,Medium,30,70,37,0,14,0,0,Sakura Empire
384,CV,Akagi-chan,Elite,6395,0,0,399,318,126,56,Medium,31,92,42,0,12,0,0,Sakura Empire
385,CV,Zeppy,Elite,7142,177,0,381,314,112,57,Medium,33,87,45,0,12,0,0,Iron Blood
386,SS,U-556,Elite,1292,39,505,0,0,85,38,Light,14,182,45,0,6,188,2,Iron Blood
387,SS,U-73,Elite,1281,46,529,0,0,85,38,Light,14,171,35,0,6,188,2,Iron Blood
388,DD,Z36,Elite,2143,84,443,0,182,212,205,Light,43,210,36,203,9,0,0,Iron Blood
389,DD,Echo,Rare,1434,74,365,0,155,196,269,Light,42,200,65,210,8,0,0,Royal Navy
390,CL,Lena,Elite,3321,169,0,0,323,188,107,Light,32,177,33,109,10,0,0,Eagle Union
391,CL,Clevelad,Elite,3684,164,0,0,330,183,111,Light,32,163,71,102,10,0,0,Eagle Union
392,CL,Li'l Sandy,Elite,3301,132,163,0,443,185,113,Light,32,173,85,195,10,0,0,Eagle Union
393,CL,Swiftsure,Super Rare,3884,166,369,0,310,193,113,Light,32,168,44,150,11,0,0,Royal Navy
394,DD,Le Malin,Super Rare,2071,139,276,0,141,209,274,Light,54,209,51,195,10,0,0,Vichya Dominion
395,DD,L'Opiniâtre,Elite,1815,104,375,0,208,199,230,Light,42,218,45,196,9,0,0,Iris Libre
396,SS,I-25,Elite,1993,66,520,0,0,71,46,Light,18,182,25,0,6,218,2,Sakura Empire
397,SS,I-56,Elite,2131,60,508,0,0,63,38,Light,14,170,46,0,6,248,2,Sakura Empire
398,SS,I-168,Super Rare,2041,66,546,0,0,117,44,Light,18,177,22,0,7,195,2,Sakura Empire
399,SS,U-101,Super Rare,1328,48,537,0,0,112,38,Light,14,180,68,0,7,190,2,Iron Blood
400,SS,U-522,Elite,1533,44,511,0,0,85,38,Light,14,182,22,0,6,228,2,Iron Blood
401,BB,Alabama,Super Rare,7967,424,0,0,417,156,34,Heavy,27,66,86,0,15,0,0,Eagle Union
402,SS,Cavalla,Super Rare,1945,66,531,0,0,94,43,Light,16,197,78,0,7,243,2,Eagle Union
403,CVL,Bataan,Elite,5127,0,0,352,282,202,85,Medium,31,92,65,73,11,0,0,Eagle Union
404,CL,San Juan,Rare,3598,131,159,0,438,181,112,Light,32,173,77,188,9,0,0,Eagle Union
405,CL,Birmingham,Elite,4285,170,0,0,334,188,111,Light,32,174,48,100,10,0,0,Eagle Union
406,DD,Aylwin,Rare,1720,82,282,0,186,202,210,Light,44,194,83,200,8,0,0,Eagle Union
407,DD,Bache,Rare,2146,77,287,0,198,199,209,Light,43,210,78,190,8,0,0,Eagle Union
408,CL,Black Prince,Elite,3691,144,155,0,385,182,115,Light,32,173,58,150,10,0,0,Royal Navy
409,DD,Stanly,Rare,2146,87,287,0,176,207,206,Light,42,222,90,209,8,0,0,Eagle Union
410,BB,Littorio,Super Rare,8567,426,0,0,248,156,37,Heavy,30,60,79,0,15,0,0,Sardegna Empire
411,BB,Conti di Cavour,Rare,6994,341,148,0,179,140,38,Heavy,27,63,45,0,13,0,0,Sardegna Empire
412,BB,Giulio Cesare,Elite,7197,351,153,0,190,151,38,Heavy,27,65,65,0,14,0,0,Sardegna Empire
413,CA,Zara,Super Rare,5056,256,0,0,234,185,59,Medium,26,121,75,0,12,0,0,Sardegna Empire
414,CA,Trento,Rare,3626,235,186,0,190,162,73,Light,28,121,42,0,10,0,0,Sardegna Empire
415,DD,Carabiniere,Elite,1831,128,271,0,164,204,275,Light,45,212,65,207,9,0,0,Sardegna Empire
416,SS,U-110,Elite,1498,48,505,0,0,83,38,Light,14,182,28,0,6,208,2,Iron Blood
417,DD,Smalley,Rare,2146,88,287,0,193,205,206,Light,42,222,65,213,8,0,0,Eagle Union
418,BB,Gascogne µ,Super Rare,8035,434,0,0,242,170,38,Heavy,32,73,0,0,15,0,0,Vichya Dominion
419,CV,Akagi µ,Super Rare,6692,0,0,413,330,132,56,Medium,31,92,42,0,13,0,0,Sakura Empire
420,CL,Cleveland µ,Elite,3925,164,0,0,330,191,113,Light,32,168,71,102,10,0,0,Eagle Union
421,CL,Sheffield µ,Elite,3641,155,299,0,358,185,119,Light,32,164,78,89,10,0,0,Royal Navy
422,CA,Admiral Hipper µ,Elite,4956,254,188,0,193,178,64,Medium,25,131,66,0,11,0,0,Iron Blood
423,CL,Glasglow,Rare,3773,153,276,0,351,174,119,Light,32,161,81,101,9,0,0,Royal Navy
424,DD,Kasumi,Elite,2048,66,532,0,160,204,246,Light,42,206,70,195,9,0,0,Sakura Empire
425,BB,Suruga,Super Rare,8425,426,216,0,220,141,38,Heavy,28,70,37,0,15,0,0,Sakura Empire
426,CVL,Ryuuhou,Super Rare,5105,0,0,321,282,191,71,Medium,26,86,70,114,12,0,0,Sakura Empire
427,DD,Halsey Powell,Rare,2146,82,284,0,224,205,206,Light,42,222,55,217,9,0,0,Eagle Union
428,CL,Biloxi,Elite,4406,153,0,0,330,190,113,Light,33,173,68,102,10,0,0,Eagle Union
429,DD,Uranami,Elite,1842,66,510,0,149,210,251,Light,45,212,75,198,9,0,0,Sakura Empire
431,DD,Grozny,Elite,2556,126,181,0,208,202,213,Light,45,206,60,202,9,0,0,Northern Parliament
432,DD,Minsk,Elite,2675,147,231,0,175,204,227,Light,48,206,58,206,9,0,0,Northern Parliament
433,DD,Tashkent,Super Rare,2713,182,283,0,180,207,231,Light,51,210,86,211,10,0,0,Northern Parliament
434,CL,Pamiat Merkuria,Elite,3130,84,144,0,148,141,103,Medium,23,140,88,56,10,0,0,Northern Parliament
435,CL,Kirov,Super Rare,4168,185,300,0,351,190,130,Light,36,162,52,156,11,0,0,Northern Parliament
436,CL,Chapayev,Super Rare,4451,174,0,0,341,197,110,Light,33,168,68,149,11,0,0,Northern Parliament
437,BB,Gangut,Elite,6645,328,0,0,177,151,34,Heavy,24,63,85,0,14,0,0,Northern Parliament
440,BB,Sovetskaya Belorussiya,Super Rare,8459,434,0,0,220,158,36,Heavy,28,78,46,0,15,0,0,Northern Parliament
441,BB,Sovetskaya Rossiya,Super Rare,8522,433,0,0,253,141,36,Heavy,28,60,46,0,15,0,0,Northern Parliament
442,CV,Intrepid,Super Rare,6792,0,0,436,338,132,56,Medium,33,87,68,0,13,0,0,Eagle Union
443,CA,Bremerton,Super Rare,4939,271,0,0,272,186,59,Medium,26,139,55,0,12,0,0,Eagle Union
444,DD,Cooper,Elite,2244,128,365,0,204,223,230,Light,40,228,22,218,9,0,0,Eagle Union
445,CL,Reno,Super Rare,3842,150,199,0,489,193,112,Light,32,173,52,206,11,0,0,Eagle Union
446,SS,Bluegill,Elite,1733,72,505,0,0,88,43,Light,16,180,65,0,6,243,2,Eagle Union
447,CVL,Casablanca,Rare,4822,0,0,290,264,196,64,Medium,19,75,65,119,10,0,0,Eagle Union
448,CL,Marblehead,Rare,3378,137,248,0,292,188,120,Light,35,156,55,84,9,0,0,Eagle Union
449,DD,Hanazuki,Elite,2504,77,375,0,204,213,232,Light,39,203,65,203,9,0,0,Sakura Empire
450,DD,Naganami,Elite,2210,66,536,0,159,218,246,Light,42,212,55,195,9,0,0,Sakura Empire
451,BC,Little Renown,Elite,6470,349,0,0,309,155,42,Medium,32,70,85,0,13,0,0,Royal Navy
452,DD,Tartu,Elite,1914,121,277,0,144,207,272,Light,43,206,45,211,9,0,0,Vichya Dominion
453,BB,Richelieu,Super Rare,8629,452,0,0,299,169,44,Heavy,32,70,19,0,15,0,0,Iris Libre
454,CL,Jeanne d'Arc,Super Rare,3298,155,268,0,282,185,94,Light,25,183,83,150,11,0,0,Iris Libre
455,CA,Algérie,Super Rare,5136,283,226,0,249,197,69,Medium,24,141,50,0,12,0,0,Vichya Dominion
456,CL,La Galissonnière,Elite,3565,174,283,0,316,178,136,Light,31,177,35,148,10,0,0,Vichya Dominion
457,DD,Vauquelin,Elite,1914,115,283,0,146,209,272,Light,43,215,48,210,9,0,0,Vichya Dominion
458,CV,Béarn,Elite,6407,177,259,381,314,112,37,Medium,21,87,42,0,12,0,0,Iris Libre
459,CV,Little Illustrious,Elite,6084,0,0,385,272,112,55,Heavy,30,87,44,0,12,0,0,Royal Navy
460,DD,Eskimo,Elite,1698,89,355,0,160,214,271,Light,43,212,72,196,9,0,0,Royal Navy
461,BB,Howe,Super Rare,8155,424,0,0,264,161,36,Heavy,28,72,83,0,15,0,0,Royal Navy
462,CVL,Perseus,Super Rare,5673,0,0,331,270,171,73,Medium,25,89,82,146,12,0,0,Royal Navy
463,CL,Hermione,Super Rare,3831,161,175,0,389,196,113,Light,32,164,58,190,11,0,0,Royal Navy
464,BB,Valiant,Elite,7643,412,0,0,217,152,32,Heavy,24,72,72,0,14,0,0,Royal Navy
465,DD,Icarus,Elite,1710,80,381,0,160,210,270,Light,42,218,70,217,9,0,0,Royal Navy
466,DD,Z26,Elite,2167,122,331,0,157,193,201,Light,43,190,43,204,9,0,0,Iron Blood
467,SS,U-96,Super Rare,1338,53,543,0,0,110,38,Light,14,188,62,0,7,188,2,Iron Blood
468,DD,Suzutsuki,Super Rare,2600,82,389,0,209,221,232,Light,39,203,72,210,10,0,0,Sakura Empire
469,CA,Kumano,Elite,4236,240,215,0,219,188,85,Medium,27,132,10,0,11,0,0,Sakura Empire
470,CVL,Chitose,Elite,4503,0,0,352,267,188,74,Medium,29,83,57,92,11,0,0,Sakura Empire
471,CVL,Chiyoda,Elite,4963,0,0,352,267,182,74,Medium,29,83,57,92,11,0,0,Sakura Empire
472,AE,Kashino,Elite,5099,74,0,0,137,207,53,Light,14,220,58,0,10,0,0,Sakura Empire
473,CVL,Princeton,Elite,4904,0,0,344,261,183,88,Medium,31,91,49,100,11,0,0,Eagle Union
474,CV,Taihou µ,Super Rare,7361,0,0,405,316,121,56,Heavy,33,78,36,0,13,0,0,Sakura Empire
475,DD,Tashkent µ,Super Rare,2713,150,314,0,157,215,231,Light,51,210,86,211,10,0,0,Northern Parliament
476,CL,Dido µ,Super Rare,4012,150,180,0,433,196,114,Light,32,170,85,171,11,0,0,Royal Navy
477,SS,Albacore µ,Elite,1888,60,514,0,0,93,43,Light,16,198,79,0,6,243,2,Eagle Union
478,CA,Baltimore µ,Elite,4753,265,0,0,257,180,59,Medium,26,139,56,0,11,0,0,Eagle Union
479,CA,Roon µ,Super Rare,6195,287,218,0,238,174,81,Medium,26,129,0,0,12,0,0,Iron Blood
480,CV,Illustrious µ,Super Rare,6664,0,0,412,300,119,55,Heavy,30,93,44,0,13,0,0,Royal Navy
481,DD,Le Malin µ,Super Rare,2071,141,278,0,138,209,274,Light,54,206,51,195,10,0,0,Vichya Dominion
482,CV,Peter Strasser,Super Rare,7659,0,0,428,316,141,52,Medium,33,104,45,0,13,0,0,Iron Blood
483,CA,Prinz Heinrich,Super Rare,6084,314,248,0,223,185,68,Medium,26,135,50,0,12,0,0,Iron Blood
484,SS,U-37,Super Rare,1590,46,547,0,0,112,38,Light,14,182,72,0,7,218,2,Iron Blood
485,CVL,Weser,Elite,4873,0,0,327,270,182,77,Medium,32,90,30,73,11,0,0,Iron Blood
486,CL,Nürnberg,Elite,3900,178,308,0,411,194,116,Light,32,163,80,102,10,0,0,Iron Blood
487,DD,Z24,Elite,2177,122,331,0,153,202,203,Light,43,197,56,204,9,0,0,Iron Blood
488,DD,Z28,Elite,2175,77,429,0,146,210,201,Light,43,187,45,200,9,0,0,Iron Blood
489,CA,Pola,Super Rare,5056,256,0,0,248,185,59,Medium,26,121,75,0,12,0,0,Sardegna Empire
490,DD,Vincenzo Gioberti,Elite,1890,115,293,0,157,212,272,Light,45,225,44,218,9,0,0,Sardegna Empire
491,DD,Stremitelny,Elite,2528,132,234,0,182,202,226,Light,45,206,42,202,9,0,0,Northern Parliament
492,SS,U-410,Elite,1292,44,509,0,0,85,38,Light,14,177,50,0,6,188,2,Iron Blood
493,CL,Ying Swei,Elite,2499,71,235,0,133,141,83,Medium,20,159,20,73,9,0,0,Dragon Empery
494,CL,Chao Ho,Elite,2596,71,235,0,131,141,83,Medium,20,159,20,73,9,0,0,Dragon Empery
495,CL,Penelope,Elite,2982,161,282,0,341,196,119,Light,32,175,52,119,10,0,0,Royal Navy
496,CA,Tallinn,Super Rare,5742,265,199,0,226,185,64,Medium,25,152,80,0,12,0,0,Northern Parliament
497,DD,Gremyashchy,Elite,2218,144,282,0,153,202,213,Light,45,206,70,202,9,0,0,Northern Parliament
498,CL,Murmansk,Elite,3475,159,265,0,299,193,120,Light,35,156,65,130,10,0,0,Northern Parliament
499,DD,Gromky,Elite,2332,132,239,0,171,202,226,Light,45,206,45,207,9,0,0,Northern Parliament
500,BB,Vittorio Veneto,Super Rare,8693,434,0,0,248,161,37,Heavy,30,60,80,0,15,0,0,Sardegna Empire
501,CL,Duca degli Abruzzi,Super Rare,4460,161,324,0,379,183,113,Light,35,177,85,99,11,0,0,Sardegna Empire
502,CV,Aquila,Super Rare,6358,0,0,403,371,129,46,Medium,30,104,40,0,13,0,0,Sardegna Empire
503,SS,Torricelli,Elite,1555,39,505,0,0,85,38,Light,14,182,16,0,7,208,2,Sardegna Empire
504,DD,Maestrale,Elite,1865,110,297,0,164,212,278,Light,45,225,56,195,9,0,0,Sardegna Empire
505,DD,Libeccio,Elite,1826,117,303,0,157,212,272,Light,45,225,42,187,9,0,0,Sardegna Empire
506,DD,Nicoloso da Recco,Elite,1895,117,283,0,175,202,269,Light,39,210,82,209,9,0,0,Sardegna Empire
507,DD,Oite,Rare,1599,60,409,0,133,205,250,Light,44,206,42,198,7,0,0,Sakura Empire
508,DD,Allen M. Sumner,Super Rare,2588,142,378,0,238,232,230,Light,40,235,80,224,10,0,0,Eagle Union
509,DD,Stephen Potter,Elite,2208,91,296,0,185,207,206,Light,42,222,70,215,9,0,0,Eagle Union
510,BC,Amagi-chan,Elite,7397,372,174,0,185,144,45,Medium,30,70,23,0,14,0,0,Sakura Empire
511,CV,Ticonderoga,Super Rare,6779,0,0,438,338,132,56,Medium,33,90,72,0,13,0,0,Eagle Union
512,CA,San Francisco,Super Rare,4943,259,0,0,231,182,71,Medium,26,139,75,0,12,0,0,Eagle Union
513,SS,Archerfish,Super Rare,1971,66,537,0,0,96,43,Light,16,197,90,0,7,243,2,Eagle Union
514,CL,Boise,Elite,3644,167,0,0,334,191,106,Light,32,168,70,102,10,0,0,Eagle Union
515,DD,Morrison,Elite,2167,85,293,0,182,212,206,Light,42,231,48,218,9,0,0,Eagle Union
516,CV,Little Enterprise,Elite,6037,0,0,410,305,118,56,Medium,32,97,93,0,12,0,0,Eagle Union
517,DD,Kazagumo,Super Rare,2293,75,563,0,164,226,246,Light,42,225,51,184,10,0,0,Sakura Empire
518,DD,Ingraham,Super Rare,2458,139,383,0,236,232,230,Light,40,235,75,224,10,0,0,Eagle Union
519,SS,Nautilus,Elite,2518,115,505,0,0,93,38,Light,13,198,69,0,6,263,2,Eagle Union
520,CV,Katsuragi,Super Rare,6223,0,0,424,316,121,56,Medium,32,96,75,0,13,0,0,Sakura Empire
521,CA,New Orleans,Super Rare,5025,246,0,0,271,185,61,Medium,26,139,76,0,12,0,0,Eagle Union
522,DD,Le Terrible,Super Rare,2167,143,274,0,135,202,314,Light,54,205,75,198,10,0,0,Iris Libre
523,DD,Maillé Brézé,Elite,1914,110,274,0,157,209,272,Light,43,212,35,214,9,0,0,Iris Libre
524,CA,Foch,Elite,4123,240,259,0,261,182,59,Medium,32,135,45,0,11,0,0,Vichya Dominion
525,CL,Magdeburg,Super Rare,3748,190,317,0,385,207,127,Light,36,168,50,149,11,0,0,Iron Blood
526,CVL,Elbe,Elite,5076,0,0,334,274,188,64,Medium,21,86,30,73,11,0,0,Iron Blood
527,CA,Prinz Adalbert,Super Rare,6146,303,259,0,220,185,68,Medium,26,138,50,0,12,0,0,Iron Blood
528,SS,U-1206,Elite,1289,46,505,0,0,86,38,Light,18,180,20,0,6,198,2,Iron Blood
529,BB,Ulrich von Hutten,Ultra Rare,9741,454,0,0,257,180,28,Heavy,30,69,50,0,17,0,0,Iron Blood
530,CL,Charybdis,Super Rare,3988,139,188,0,439,196,114,Light,32,170,51,179,11,0,0,Royal Navy
531,CL,Hai Tien,Elite,3065,102,259,0,165,152,89,Medium,24,162,31,80,10,0,0,Dragon Empery
532,CL,Hai Chi,Elite,3060,94,265,0,171,152,89,Medium,24,162,62,80,10,0,0,Dragon Empery
533,DD,Bristol,Super Rare,2588,141,379,0,238,232,230,Light,40,235,78,224,10,0,0,Eagle Union
534,CVL,Chen Hai,Elite,3738,153,0,303,165,188,53,Medium,10,101,45,0,11,0,0,Dragon Empery
535,DD,Kiev,Super Rare,2597,174,275,0,193,210,230,Light,50,210,50,211,10,0,0,Northern Parliament
536,BB,Arkhangelsk,Elite,7395,420,0,0,230,152,28,Heavy,23,68,72,0,14,0,0,Northern Parliament
537,DD,Soobrazitelny,Elite,2466,137,239,0,171,202,227,Light,48,206,84,207,9,0,0,Northern Parliament
538,CV,Volga,Super Rare,6944,0,0,401,371,125,46,Medium,30,104,50,0,13,0,0,Northern Parliament
539,CB,Kronshtadt,Ultra Rare,7455,298,0,0,231,172,39,Medium,24,126,50,0,15,0,0,Northern Parliament
540,CV,Impero,Super Rare,7185,0,0,434,338,123,46,Medium,30,94,32,0,13,0,0,Sardegna Empire
541,DD,Pompeo Magno,Super Rare,2880,113,344,0,160,210,206,Light,51,225,75,210,10,0,0,Sardegna Empire
542,CA,Trieste,Elite,3731,242,193,0,197,167,73,Light,28,121,48,0,11,0,0,Sardegna Empire
543,BC,Seydlitz,Super Rare,7537,389,181,0,270,151,34,Heavy,26,69,83,0,14,0,0,Iron Blood
544,BC,Lützow,Super Rare,7803,395,183,0,274,166,32,Heavy,26,68,30,0,14,0,0,Iron Blood
545,BB,Thüringen,Elite,6400,398,117,0,180,141,23,Heavy,20,61,60,0,14,0,0,Iron Blood
546,CA,Yorck,Elite,4846,232,164,0,175,177,66,Medium,16,134,28,0,11,0,0,Iron Blood
547,CL,Emden,Super Rare,3805,159,293,0,305,204,110,Light,23,171,85,92,11,0,0,Iron Blood
548,CL,Elbing,Elite,3450,128,215,0,295,202,120,Light,27,156,30,82,10,0,0,Iron Blood
549,CA,Little Prinz Eugen,Elite,6182,229,150,0,202,178,62,Medium,25,131,78,0,11,0,0,Iron Blood
550,DD,Jervis,Super Rare,2087,120,477,0,204,232,271,Light,43,231,92,247,10,0,0,Royal Navy
551,CL,Bellona,Elite,3877,148,166,0,419,182,115,Light,32,176,56,142,10,0,0,Royal Navy
552,CA,Little Cheshire,Elite,4522,253,197,0,403,144,66,Medium,27,127,0,0,11,0,0,Royal Navy
553,CV,Indomitable,Super Rare,6517,0,0,434,316,121,55,Heavy,30,97,52,0,13,0,0,Royal Navy
554,BB,Revenge,Elite,7643,404,0,0,217,152,30,Heavy,21,72,76,0,14,0,0,Royal Navy
555,CV,Joffre,Super Rare,6458,0,0,419,314,129,52,Medium,33,99,28,0,13,0,0,Vichya Dominion
556,DD,L'Indomptable,Super Rare,2229,143,274,0,164,210,285,Light,54,212,23,202,10,0,0,Vichya Dominion
557,CL,Enterprise (Royal Navy),Elite,3620,153,290,0,349,188,120,Light,33,175,83,143,10,0,0,Royal Navy
558,SS,Leonardo da Vinci,Super Rare,1748,48,545,0,0,101,38,Light,18,197,57,0,7,232,2,Sardegna Empire
558,CL,Giuseppe Garibaldi,Super Rare,4399,181,324,0,375,183,113,Light,35,182,88,99,11,0,0,Sardegna Empire
560,CA,Bolzano,Elite,4515,235,161,0,230,172,72,Light,28,121,46,0,11,0,0,Sardegna Empire
561,BB,Roma,Super Rare,8946,431,0,0,246,158,37,Heavy,30,60,40,0,15,0,0,Sardegna Empire
562,DD,Alfredo Oriani,Elite,1890,115,297,0,160,215,275,Light,45,225,55,218,3,0,0,Sardegna Empire
563,DD,Emanuele Pessagno,Elite,1895,121,286,0,171,207,269,Light,39,212,46,209,9,0,0,Sardegna Empire
564,DD,Z16,Elite,2110,69,461,0,153,215,192,Light,43,212,51,195,9,0,0,Iron Blood
566,BC,Brünhilde,Super Rare,7597,379,244,0,316,166,43,Heavy,33,63,50,0,14,0,0,Iron Blood
567,DD,Wakatsuki,Super Rare,2600,87,395,0,201,221,232,Light,39,206,43,215,10,0,0,Sakura Empire
568,CA,Little Spee,Elite,4402,303,223,0,157,177,56,Medium,22,129,36,0,11,0,0,Iron Blood
569,DD,Janus,Super Rare,2114,122,472,0,190,237,271,Light,43,228,53,262,10,0,0,Royal Navy
570,CVL,Albion,Super Rare,6784,0,0,430,276,166,72,Medium,28,101,78,130,13,0,0,Royal Navy
571,SF,Royal Fortune,Super Rare,2317,201,,0,0,183,102,Light,18,169,51,0,7,0,2,Tempesta
